Original_Keywords,Mapped_Terms,Scores
"Probiotics
Prebiotics
Intestinal microbiota
Children
Paediatric perspective
Nutrition
International Symposium
Key opinion leaders
Congress
Gut microbiota
Microbiotics
Lifespan impact
Special issue
Beneficial Microbes","Probiotics
Prebiotics
Intestines
Women
Pediatrics
Nutrition Assessment
Clinical Conference
Public Opinion
Dictionary
Fusobacteria
Microbiota
Leeching
Patient Rights
Microbiological Processes","1.0000
1.0000
0.6099
0.9896
0.7528
0.8904
0.7656
0.6710
0.7422
0.5602
0.8758
0.5492
0.6630
0.7171"
"CASP scale
Quality of life
Early old age
Needs satisfaction model
Research developments
Cutting edge research
Working conditions
Religiosity
Western and Eastern Europe
Africa
Influencing factors
Measure limitations
Future work","Cations
Quality of Life
Old Age Assistance
Patient Satisfaction
Students
Technology, Dental
Workplace
Religious Philosophies
Europe, Eastern
Africa
Influenza, Human
Models, Statistical
Workflow","0.5329
0.9669
0.7254
0.6231
0.6910
0.4771
0.9107
0.7001
0.8847
1.0000
0.6280
0.6139
0.8135"
"Halophytes
Salt tolerance
Adaptations
Extremophiles
Land revegetation
Forages
Livestock
Salt-tolerant crops
Molecular mechanisms
Biochemical mechanisms
Physiological mechanisms
Membrane transport
Compatible solutes
Reactive oxygen species
Interacting stress factors","Halothane
Salt-Tolerant Plants
Adaptation, Biological
Extremities
Conservation of Natural Resources
Guidebooks
Livestock
Salt-Tolerant Plants
Biogenesis
Biochemistry
Physiological Processes
Membrane Proteins
Solubility
Reactive Oxygen Species
Stress, Psychological","0.6913
0.7735
0.7812
0.7111
0.5913
0.6687
1.0000
0.9011
0.6745
0.7217
0.8165
0.9187
0.5895
0.8439
0.6857"
"Epiblast
Primitive endoderm
Differentiation
Embryogenesis
Pluripotency markers
In vitro tracking
Blastocysts
Fate commitment
Irreversible commitment
Live imaging","Epithelium
Endoderm
Genetic Speciation
Embryology
Pluripotent Stem Cells
Biological Assay
Blastocyst
Social Values
Permissiveness
Whole Body Imaging","0.6065
0.7103
0.6377
0.8664
0.6316
0.5432
0.7910
0.6053
0.5357
0.8130"
"Pediatric obesity
Introduction
Prevalence
Childhood obesity
Medical consequences
Psychological effects
Neurocognitive abnormalities
Genotypic variation
Body weight regulation
Etiopathogenesis","Pediatric Obesity
Comment
Prevalence
Child Health Services
Public Health
Psychology
Neurocognitive Disorders
Genetic Heterogeneity
Body Weight Changes
Pathologic Processes","0.9083
0.7569
1.0000
0.7210
0.6336
0.8063
0.8702
0.7399
0.8533
0.5296"
"Health professions
Special issue
Journal Acta BioMedica
Positive reactions
Diverse perspectives
Medical field
Publication
Second edition","Professional Role
Patient Rights
Biomedical Research
Escape Reaction
Consensus
Medical Receptionists
Publications
Letter","0.7873
0.6630
0.6435
0.6364
0.6232
0.7005
0.8277
0.6790"
"Attachment-based treatments
Adolescents
Psychopathology
Family distress
Caregiver-adolescent attachment bond
Interventions
Change mechanisms
Security
Treatment elements
Measurement
Evaluation
Dynamic process","Reactive Attachment Disorder
Adolescent
Psychopathology
Stress, Psychological
Caregivers
Inventions
Mechanoreceptors
Security Measures
Treatment Failure
Cell Size
Ethics
Alveolar Process","0.6144
0.8820
1.0000
0.6819
0.6729
0.9193
0.4877
0.6388
0.6453
0.6867
0.9629
0.6613"
"Raman spectroscopy
Spatial resolution
High spatial resolution
Meeting scope
Spectroscopy techniques
Optical microscopy
Imaging techniques
Chemical analysis
Material characterization
Advanced imaging methods","Spectrum Analysis, Raman
Spatial Processing
Geographic Mapping
Fetoscopy
Spectrophotometry
Optical Imaging
Optical Imaging
Chemical Safety
Surface Properties
Whole Body Imaging","0.7132
0.6651
0.5644
0.7040
0.8268
0.8050
0.6914
0.9396
0.6561
0.6298"
"Cardiac conditioning
Lessons learned
Past experiences
Future perspectives
Conditioning drugs
Translation pathways","Exercise
Social Learning
Patient Rights
Public Health
Conditioning, Classical
Signal Transduction","0.5865
0.6729
0.6229
0.6456
0.6347
0.5205"
"Research tools
Resources
Importance recognition
New developments
Scientific advancements
Information management
Data analysis
Collaboration
Innovation
Knowledge sharing
Efficiency improvement
Methodology enhancement
Technological integration
Problem-solving strategies
Academic progress","Research Subjects
Dictionary
Fund Raising
Plant Development
Raw Foods
Information Management
Food Analysis
Social Work
Peer Review, Research
Knowledge
Efficiency
Achievement
Technology
Problem Solving
Meeting Abstracts","0.7976
0.8616
0.6451
0.7406
0.6890
0.8449
0.7686
0.7067
0.6050
0.9134
0.7952
0.6042
0.7108
0.7424
0.6212"
"Generalized joint hypermobility
Joint hypermobility syndrome
Ehlers-Danlos syndrome, hypermobility type
Connective tissue defects
Non-syndromic joint hypermobility
Risk factors for non-communicable diseases
Long-term disabilities
Assessment and differential diagnosis
Physiotherapy
Nervous system dysfunctions","Hand Joints
Hand Joints
Ehlers-Danlos Syndrome
Connective Tissue Diseases
Joint Deformities, Acquired
Risk Factors
Sports for Persons with Disabilities
Diagnosis, Differential
Organotherapy
Nervous System Diseases","0.6636
0.6149
0.8065
0.7792
0.6089
0.5804
0.6548
0.7607
0.6689
0.8098"
"Immune-mediated hepatobiliary diseases
Autoimmunity
Hepatocytes
Cholangiocytes
Primary biliary cirrhosis
Autoimmune hepatitis
Primary sclerosing cholangitis
Inflammatory bowel disease
Immune pathways
Regulatory cells
Genetic background
Environmental features
Immunopathology
Therapy
Biologics","Hepatitis, Autoimmune
Autoimmunity
Hepatocytes
Cholangiocarcinoma
Liver Cirrhosis, Biliary
Hepatitis, Autoimmune
Cholangitis, Sclerosing
Inflammatory Bowel Diseases
Immune Complex Diseases
Genes, Regulator
Genetic Background
Environment, Controlled
Psychopathology
Therapeutics
Biomedical Engineering","0.7023
1.0000
1.0000
0.7595
0.7195
0.8433
0.7959
0.8399
0.8520
0.5981
0.8540
0.7621
0.6684
0.7562
0.5975"
"Sociotechnical systems
Workplace safety
On-the-job accidents
Fatalities
Human suffering
Research approaches
Systemic influences
Social/organisational factors
Technological factors
Hopkinton Conference
State-of-the-art reviews
Key concepts
Safe organisations
Unsafe organisations","Societies
Workplace
Accidents, Occupational
Fatal Outcome
Animal Welfare
Research
Political Systems
Social Conformity
Equipment Safety
Clinical Conference
Reference Standards
Public Policy
Professional-Family Relations
Organizations, Nonprofit","0.6943
0.9630
0.6845
0.7232
0.6842
0.7497
0.5536
0.6772
0.7643
0.6424
0.5915
0.6673
0.6129
0.6419"
"Fire
Worker health and safety
Triangle Shirtwaist Factory
Fire safety measures
Laws
Dangerous working conditions
Advances
Workplace fire safety practices
Regulations
Training
Safety requirements
Hazard communication laws
Disaster planning
Response
West, Texas fertilizer plant explosion
Fuel cargo trains derailments
Garment factory fires in Bangladesh
Uneven safety standards
Regulatory enforcement
New Solutions on fire and work","Fireflies
Workplace Violence
Fushi Tarazu Transcription Factors
Firefighters
Yaws
Workplace
Archives
Workplace Violence
Semantics
Training Support
Safety
Chemical Hazard Release
Disaster Planning
Response Elements
Fire Extinguishing Systems
Personnel Delegation
Uganda
Safety Management
Law Enforcement
Firefighters","0.7045
0.6453
0.5276
0.6391
0.7475
0.6979
0.5345
0.7583
0.7091
0.7072
0.8748
0.5879
0.9767
0.8655
0.5465
0.5751
0.5114
0.6504
0.8365
0.6189"
"Noninvasive brain stimulation
Transcranial magnetic stimulation (TMS)
Transcranial direct current stimulation (tDCS)
Neurorehabilitation
Stroke
Pediatrics
Traumatic brain injury
Focal hand dystonia
Neuropathic pain
Spinal cord injury
Stereotactic navigation
Electric field modeling
Clinical application
Therapeutic benefit
Synergistic potential","Brain
Transcranial Magnetic Stimulation
Transcranial Direct Current Stimulation
Rehabilitation
Stroke
Pediatrics
Survival Rate
Hand Deformities, Congenital
Breakthrough Pain
Spinal Cord Injuries
Stereotaxic Techniques
Electromagnetic Fields
Mobile Applications
Treatment Outcome
Drug Synergism","0.5784
0.8747
0.8593
0.7407
1.0000
1.0000
0.7424
0.6390
0.6749
0.7889
0.6726
0.7035
0.7111
0.6204
0.7064"
"Modeling
Measures
Research workshop
Lorentz Center
Leiden
The Netherlands
August 2013
Communities
Researchers
Fields
Interdisciplinary
Collaboration","Camping
Patient Rights
Clinical Conference
Libraries, Hospital
Bidens
Netherlands
Writing
Cities
Sampling Studies
Biography
Interdisciplinary Communication
Social Work","0.7521
0.6592
0.7180
0.6732
0.6243
0.7419
0.5614
0.7994
0.7410
0.9614
0.8381
0.7067"
"Schizotypy
Psychopathology
Schizophrenia liability
Conceptual framework
Endophenotypes
Rado
Meehl
Gottesman
Lenzenweger
Methodological approach
Pathogenesis
Schizophrenia-related psychopathology","Schizotypal Personality Disorder
Psychopathology
Schizophrenic Psychology
Conization
Endophenotypes
Rumen
Hemin
Gemella
Leucine Zippers
Social Theory
Surgeons
Schizophrenia and Disorders with Psychotic Features","0.7495
1.0000
0.7669
0.6524
1.0000
0.6745
0.6274
0.5759
0.5609
0.6166
0.9712
0.8700"
"Schizotypy
Research
Integration
Development
Construct
Paul E. Meehl
International Lemanic Workshop on Schizotypy
University of Geneva
Schizophrenia
Psychological health research
Knowledge
Understanding
Conceptual frameworks
Methodological frameworks
Scientific challenges","Schizotypal Personality Disorder
Research
Integrative Medicine
Plant Development
Forms
Ephemera
Schizotypal Personality Disorder
Universities
Schizophrenia
Psychotherapy
Knowledge
Social Theory
Conization
Social Theory
Scientific Misconduct","0.7495
1.0000
0.7075
0.7800
0.7575
0.5611
0.6346
0.7109
1.0000
0.8912
1.0000
0.6449
0.6249
0.6775
0.5726"
"Evidence-based practice
Cultural competence
Mental health services
Special issue
Anthropology
Psychology
Psychiatry
Social work research
Interdisciplinary conversation
Tensions in mental health care
Diversification of clinical practice
Cultural divergences in psychosocial experience","Evidence-Based Practice
Cultural Competency
Mental Health Services
Patient Rights
Anthropology
Psychology
Psychiatry
Social Workers
Interdisciplinary Communication
Community Mental Health Centers
Evidence-Based Practice
Cultural Diversity","0.9206
0.8036
0.8922
0.6630
1.0000
1.0000
1.0000
0.7937
0.7623
0.6158
0.6129
0.6928"
"WWOX
tumor suppressor protein
structure
function
signaling
metabolism
neurodegeneration
ataxia
epilepsy
neural disorders
neuronal damages
oncogenic viruses
chromosomal alterations
cancer progression
physiological functions","Wood
Tumor Suppressor Proteins
Directory
Geography
DNA
Metabolism
Neurophysins
Axis
Epilepsy, Reflex
Gait Disorders, Neurologic
Brain
RNA Virus Infections
Sex Chromosome Aberrations
Disease Progression
Physiological Processes","0.6276
0.6077
0.7599
0.7770
0.7211
0.7246
0.6885
0.5382
0.7188
0.6094
0.6431
0.6698
0.7101
0.5186
0.7235"
"Working memory
Cognitive processes
Language comprehension
Problem solving
Baddeley and Hitch (1974)
Theory of working memory
Research articles
Thriving field
Perspectives
Future developments","Memory
Cognitive Reserve
Comprehension
Problem Solving
Chad
Memory
Research Subjects
Visual Field Tests
Prospective Studies
Plant Development","0.8081
0.7586
0.7034
0.7536
0.5400
0.6942
0.7509
0.5836
0.7314
0.7726"
"Neuropsychopharmacology
Brain health
Psychiatric disorders
Neurological disorders
Therapeutic progress
Causes and pathophysiological substrates
Treatment development
European College of Neuropsychopharmacology (ECNP)
Research and Development (R and D)
Drug discovery
Clinical development
Collaborative ventures
Genetics
Epigenetics
Depression
Neurodevelopmental disorders
Neurodegenerative disorders
Neuroimaging","Psychopharmacology
Brain
Psychotic Disorders
Neurotic Disorders
Treatment Outcome
Pathologic Processes
Plant Development
Neuropharmacology
Research Design
Drug Discovery
Plant Development
Support of Research
Genetics
Epigenomics
Depression
Neurodevelopmental Disorders
Neurodegenerative Diseases
Neuroimaging","0.8244
0.7686
0.9487
0.7970
0.6077
0.5424
0.6740
0.6421
0.6093
0.9501
0.8070
0.6228
1.0000
0.8341
1.0000
0.9736
0.9425
1.0000"
"Co-occurring disorders
Criminal justice system
Mental health
Substance use
Justice-involved persons
Psychiatric rehabilitation
Special section
Original articles
Gender
Age
Settings
Environment
Geographic region
Nationality","Sleep Disorders
Criminal Law
Mental Health
Substance-Related Disorders
Criminal Law
Psychology
Letter
Journal Article
Women
Cells
Dictionary
Environment
General Practice
Internationality","0.6669
0.7861
0.9339
0.8355
0.6585
0.7613
0.7030
0.7518
0.9856
0.9820
0.7907
1.0000
0.7816
0.6867"
"Rehabilitation
Patients
Methodologies
Information
Medicine
Technologies
Human factors
Information and Communication Technologies (ICT)
Empowerment
Disabled people
Health care
ICT as a useful tool
Advanced systems
Rehabilitation process","Rehabilitation
Patients
Methods
Information Services
Medicine
Computer Systems
Intrinsic Factor
Information Theory
Empathy
Disabled Children
Primary Health Care
Access to Information
Decision Support Systems, Clinical
Rehabilitation","1.0000
1.0000
0.7362
0.7180
1.0000
0.8689
0.6828
0.6522
0.6586
0.9358
0.7825
0.5072
0.5943
0.8538"
"Jaw diversity
Evolutionary origins
Structural characteristics
Functional roles
Soft-bodied invertebrates
Electron microscopy
Neuromuscular control
Elemental composition
Hardness and wear resistance
Comparative anatomy
Rotifers
Energy dispersive X-ray spectroscopy (EDX)
3D modeling
Biomimetic constructs
Invertebrate taxa","Jaw
Evolution, Molecular
Molecular Structure
Role Playing
Invertebrates
Microscopy, Electron
Neuromuscular Monitoring
Trace Elements
Hardness
Anatomy, Comparative
Killifishes
X-Ray Absorption Spectroscopy
Printing, Three-Dimensional
Biomimetic Materials
Invertebrates","0.7222
0.6786
0.6445
0.5986
0.7732
0.7304
0.7740
0.7018
0.7250
0.8442
0.7021
0.6441
0.6408
0.7775
0.8752"
"Subjective memory complaints
Neurocognitive disorders
Memory functioning in old age
Associations between subjective and objective memory performance
Cross-sectional methodologies
Longitudinal methodologies
Developmental trajectories of subjective memory
Personality characteristics
Depressive symptoms
Functional health
Control beliefs
Retrospective and prospective memory difficulties
Mild cognitive impairment
Dementia
Future research avenues","Memory Consolidation
Neurocognitive Disorders
Memory
Memory Consolidation
Observational Study
Sampling Studies
Spatial Memory
Personality
Depressive Disorder
Mental Health
Self Concept
Memory Consolidation
Mild Cognitive Impairment
Dementia
Support of Research","0.6759
0.9634
0.6958
0.5901
0.6984
0.7785
0.5783
0.9508
0.7986
0.6346
0.6242
0.7068
0.8642
1.0000
0.7557"
"Evidence-based therapy relationships
APA Divisions 12 & 29 Task Force
Critical appraisal
Overlapping terminology
Definitions
Meta-analyses
Study inclusion
Constructs
Therapeutic relationship elements
Case formulation
Adaptation
Clinically relevant changes","Person-Centered Therapy
American Heart Association
Total Quality Management
Systematized Nomenclature of Medicine
Dictionary
Meta-Analysis
Patient Selection
Group Structure
Interpersonal Relations
Program Development
Adaptation, Biological
Clinical Clerkship","0.6736
0.5886
0.5850
0.6002
0.8531
0.8419
0.6710
0.7046
0.5845
0.6262
0.8667
0.5337"
"Adolescents
Young adults
Learning disabilities
ADHD
Neuropsychological features
Educational features
Familial features
Socioemotional features
Interventional programs
Academic achievements
Class environments
Mixed qualitative and quantitative data analysis","Adolescent
Young Adult
Intellectual Disability
Diestrus
Neuropsychology
Educational Status
Single-Parent Family
Socioeconomic Factors
Inventions
Meeting Abstracts
Environment, Controlled
Data Interpretation, Statistical","0.8820
0.8390
0.6983
0.6146
0.8419
0.7970
0.6248
0.6100
0.7176
0.6931
0.6025
0.6577"
"Nosology
Developmental psychopathology
Integration
Neurobiological dimensions
Psychopathological syndromes
Statistical methods
Neurobiological findings
Syndromal approach
Provisional approach
Individual dimensions
Contextualized dimensions
Major clinical syndromes
Developmental context
Dimensional-categorical understanding","Novobiocin
Psychology, Developmental
Integrative Medicine
Neurosciences
Psychotic Disorders
Patients
Neurobiology
Syndactyly
Projection
Vertical Dimension
Size Perception
Syndrome
Child Development
Grounded Theory","0.5718
0.7846
0.7075
0.7714
0.8535
0.7214
0.7506
0.5860
0.6920
0.6529
0.6047
0.6249
0.7880
0.5935"
